novel_name,tokenized_sentence
Opekkha,সত্তুর বছরের একজন বৃদ্ধার সঙ্গ তার এত পছন্দ হবে কেন ?
Opekkha,সুরাইয়ার সবচে যেখানে আপত্তি তা হচ্ছে ছেলে তার দাদীর সঙ্গে থেকে থেকে গ্রাম্য কথা শিখে যাচ্ছে।
Opekkha,আকলিমা বেগম বিশুদ্ধ নেত্রকোনার ভাষায় কথা বলেন— “বিছুন আইন্যা বাও দে” অর্থাৎ “পাখা এনে বাতাস কর” জাতীয় অদ্ভুত ভাষা ।
Opekkha,শিশুরা অদ্ভুত ভাষাটাই সহজে গ্রহণ করে ।
Opekkha,ইমন এর মধ্যেই তার দাদীর কাছ থেকে বিকট বিকট কিছু শব্দ শিখেছে।
Opekkha,খুব স্বাভাবিক ভাবে সে শব্দগুলি বলে ।
Opekkha,আর সুরাইয়া আতংকে অস্থির হয়।
Opekkha,"এইতো কয়েকদিন আগে ইমন খুব স্বাভাবিক ভাবে বলল, ব্যথা করছে।"
Opekkha,"সুরাইয়া বলল, কোথায় ব্যথা করে পেটে ?"
Opekkha,"ইমন বলল, না পেটে না ।"
Opekkha,তাহলে কোথায় ?
Opekkha,"ইমন ভুরু কুঁচকে বলল, পুন্দে ব্যথা ।"
Opekkha,সুরাইয়া হতভম্ব।
Opekkha,পুন্দে ব্যথা মানে ?
Opekkha,এটা কোন ধরনের ভাষা ?
Opekkha,সুরাইয়া প্রায় কেঁদে ফেলার উপক্রম করল—এই ছেলে কি সব ভাষা শিখছে ?
Opekkha,ইমন সরু চোখ করে মা'র দিকে তাকিয়ে আছে।
Opekkha,তার কোথাও কোন ব্যথা নেই।
Opekkha,সে একটা নতুন শব্দ শিখেছে।
Opekkha,মা'র উপর সে এই শব্দের প্রভাব লক্ষ্য করছে।
Opekkha,বুঝতে পারছে প্রভাব ভয়াবহ।
Opekkha,কাজেই এই শব্দ তাকে আরো ব্যবহার করতে হবে ।
Opekkha,সুরাইয়া শাশুড়িকে এই সব নিয়ে কিছু বলতে পারছে না।
Opekkha,তিনি যদি স্থায়ী ভাবে তাদের সঙ্গে থাকতেন তাহলে সুরাইয়া অবশ্যই বলত।
Opekkha,তিনি প্রতিবছর মাসখানিকের জন্যে ছেলের কাছে থাকতে আসেন।
Opekkha,সম্মানিত একজন অতিথিকে নিশ্চয়ই মুখের উপর বলা যায় না- আপনি আমার ছেলেকে আজে বাজে ভাষা শেখাবেন না।
Opekkha,"তিনি যখন পান খেয়ে মেঝেতেই পিক ফেলেন তখন তাঁকে বলা যাবে না-“মা, আপনি পানের পিক মেঝেতে না ফেলে বেসিনে ফেলবেন।"
Opekkha,"তার নাকি দমবন্ধ

লাগে ।"
Opekkha,সুরাইয়া লক্ষ্য করেছে ইমন কৌতূহলী চোখে তার দাদুর আদুল গায়ের দিকে তাকিয়ে থাকে ।
Opekkha,এই বয়সের বাচ্চাদের কৌতূহল থাকে তীব্র।
Opekkha,"ইমন যে তার দাদুর ঘরে যাবার জন্যে এত ব্যস্ত, এটাও তার একটা কারণ হতে পারে ।"
Opekkha,এখন বাজছে এগারোটা।
Opekkha,ফিরোজ জ্বর নিয়েই বের হয়ে গেছে।
Opekkha,মনে হচ্ছে সে তার এম এ পরীক্ষা সত্যি দেবে না ।
Opekkha,ফিরোজের এই একটা ব্যাপার আছে।
Opekkha,হাসি তামাশা করেও যা বলে তাই।
Opekkha,সুরাইয়া গম্ভীর মুখে বারান্দায় দাঁড়িয়ে আছে।
Opekkha,তার হাতে ক্রিমের একটা কৌটা।
Opekkha,কৌটায় ইমনের দাঁত।
Opekkha,দাঁতটা সুরাইয়া সকাল বেলায় বিছানা ঠিক করতে গিয়ে পেয়েছে এবং অতি মূল্যবান বস্তুর মত কৌটায় ভরে রেখেছে।
Opekkha,ইমন নিশ্চয়ই দাঁতটা পেয়ে খুব খুশী হবে ।
Opekkha,একটা বস্তু নিজের শরীরের অংশ ছিল এখন নেই।
Opekkha,ব্যাপারটার মধ্যে বিরাট নাটকীয়তা আছে।
Opekkha,ইমন তার দাদীর ঘর থেকে বের হচ্ছে না।
Opekkha,"আকলিমা বেগম ডাকলেন, বৌমা হুইন্যা যাও ।"
Opekkha,সুরাইয়া তার শাশুড়ির দরজার সামনে দাড়াল।
Opekkha,তার মনটাই খারাপ হয়ে গেল।
Opekkha,কি বিশ্রী ব্যাপার—আকলিমা বেগমের শরীরের উপরের অংশে আজ কোন কাপড় নেই।
Opekkha,শাড়ির উপরের অংশটা তিনি কোমরে প্যাঁচ দিয়ে পরে আছেন।
Opekkha,"আকলিমা বেগম হাসি মুখে বললেন, কারবার দেখছ ?"
Opekkha,ইমইন্যার দাঁত পড়ছে।
Opekkha,সুরাইয়ার গা কাঁটা দিয়ে উঠল।
Opekkha,ইমইন্যা।
Opekkha,ইমইন্যা আবার কি ?
Opekkha,তার ইমন কি কাজের ছেলে যে তাকে ইমইন্যা ডাকতে হবে !
Opekkha,বান্দর আবার ফোকলা দাঁতে হাসে।
Opekkha,ও বান্দর তুই হাসস ক্যান ?
Opekkha,ইমইন্যা বান্দর হাসে।
Opekkha,ভ্যাকভ্যাকাইয়া হাসে।
Opekkha,"'
ইমন কি হাসবে আকলিমা বেগম হেসে হেসে কুটি কুটি হচ্ছেন।"
Opekkha,তিনি পা লম্বা করে মেঝেতে হেলান দিয়ে বসেছেন।
Opekkha,ইমন বসে আছে তাঁর ছড়ানো পায়ের উপর।
Opekkha,তিনি মাঝে মাঝে পা নাড়ছেন ইমনের আনন্দ তাতেই উথলে উঠছে।
Opekkha,"আকলিমা বেগম হাসি মুখে ছড়া কাটলেন,
দাঁত পরা কুলি পরা মধ্যিখানে খাল
বুড়ি বেটি হাইগ্যা থুইছে
বাইশ হাত লম্বা নাল ।"
Opekkha,এইবার হাসার পালা ইমনের।
Opekkha,এমন মজার ছড়া মনে হয় সে তার ইহ জীবনে শুনেনি ।
Opekkha,"সুরাইয়া কঠিন গলায় বলল, ইমন আসতো ।"
Opekkha,"আকলিমা বেগম বললেন, থাউক না খেলতাছে খেলুক।"
Opekkha,তুমি তোমার কাম কর।
Opekkha,ও ইমইন্যা দাঁতের ফাক দিয়া ছেপ ফেল দেখি ।
Opekkha,ইমন দাঁতের ফাক দিয়ে পিচ করে থুথু ফেলল।
Opekkha,সেই থুথু পড়ল তার দাদীর গায়ে ।
Opekkha,তিনি হেসে কুটি কুটি হচ্ছেন।
Opekkha,তাঁর নাতীও হেসে ভেঙ্গে পড়ছে ।
Opekkha,আনন্দের আজ যেন বান ডেকেছে।
Opekkha,সুরাইয়া তাকাল ছেলের দিকে।
Opekkha,ছেলে চোখ বড় বড় করে মাকে দেখছে ।
Opekkha,সুরাইয়ার বুকের ভেতর হঠাৎ মোচড় দিয়ে উঠল।
